id,source_files,source_lines,owner,claim_type,subtype,claim_text,expected_value,doc_says,code_says,vps_says,status,suggested_fix,notes
c-1276,modules/autoreason/README.md,20,upstream,concrete,result,Haiku 4.5 reaches 60% private accuracy at the autoreason transition point,60,"| **77% vs 73%** | Sonnet 4.6 on 150 CodeContests problems (private-test), autoreason vs single-pass |
| **40% vs 31%** | Haiku 3.5 autoreason vs best-of-6 sampling at matched compute (150 problems) |
| **Haiku 4.5: transition point** | At 60% private accuracy, autoreason's held-out gains vanish — t",,,MATCH,,
c-1277,modules/autoreason/README.md,21,upstream,concrete,result,"Code scaling curve with autoreason on private-test: Haiku 3.5 40%, Haiku 4.5 60%, Sonnet 4 64%, Sonnet 4.6 77%","[40, 60, 64, 77]","| **40% vs 31%** | Haiku 3.5 autoreason vs best-of-6 sampling at matched compute (150 problems) |
| **Haiku 4.5: transition point** | At 60% private accuracy, autoreason's held-out gains vanish — the generation-evaluation gap has closed |
| **Code scaling curve** | Haiku 3.5 (40%) → Haiku 4.5 (60%) ",,,UNVERIFIABLE,,
c-1278,modules/autoreason/README.md,22,upstream,concrete,result,Critique-and-revise reduced Haiku 3.5 outputs by 59-70% in word count over 15 passes,59-70%,"| **Haiku 4.5: transition point** | At 60% private accuracy, autoreason's held-out gains vanish — the generation-evaluation gap has closed |
| **Code scaling curve** | Haiku 3.5 (40%) → Haiku 4.5 (60%) → Sonnet 4 (64%) → Sonnet 4.6 (77%) private-test with autoreason |
| **Refinement destroys weak mo",,,UNVERIFIABLE,,
c-1279,modules/autoreason/README.md,23,upstream,behavioral,convergence,7 judges achieve 3x faster convergence than 3 judges,3x faster convergence with 7 vs 3 judges,"| **Code scaling curve** | Haiku 3.5 (40%) → Haiku 4.5 (60%) → Sonnet 4 (64%) → Sonnet 4.6 (77%) private-test with autoreason |
| **Refinement destroys weak models** | Critique-and-revise reduced Haiku 3.5 outputs by 59–70% in word count over 15 passes |
| **7 judges → 3× faster convergence** | Than",,,UNVERIFIABLE,,
c-1280,modules/autoreason/README.md,24,upstream,concrete,result,Length-controlled evaluation: autoreason wins 21/28 against baselines,21/28,"| **Refinement destroys weak models** | Critique-and-revise reduced Haiku 3.5 outputs by 59–70% in word count over 15 passes |
| **7 judges → 3× faster convergence** | Than 3 judges; 1 judge is noisy and slow |
| **Length-controlled: 21/28 wins** | Autoreason beats 3 of 4 baselines even at matched w",,,MATCH,,
c-1281,modules/autoreason/README.md,25,upstream,behavioral,convergence,Removing either B or AB collapses tournament: convergence in 2-3 passes vs 24,2-3 passes vs 24,"| **7 judges → 3× faster convergence** | Than 3 judges; 1 judge is noisy and slow |
| **Length-controlled: 21/28 wins** | Autoreason beats 3 of 4 baselines even at matched word count |
| **Both B and AB necessary** | Removing either collapses the tournament (convergence in 2–3 passes vs 24) |

## Me",,,UNVERIFIABLE,,
c-1282,modules/autoreason/README.md,38,upstream,concrete,parameter,Judge Panel consists of 3 fresh agents using Borda count,3,,,,UNVERIFIABLE,,
c-1283,modules/autoreason/README.md,40,upstream,concrete,parameter,Convergence triggered when A wins k=2 times consecutively,2,,,,UNVERIFIABLE,,
c-1284,modules/autoreason/README.md,45,upstream,concrete,experiment_count,"Writing experiments: 5 open-ended tasks, 3 constrained tasks, 4 baselines, 15-pass iterations","[5, 3, 4, 15]","## Paper Contents

- **Writing experiments**: 5 open-ended tasks, 3 constrained tasks, 4 baselines, 15-pass iterations
- **Competitive programming**: 150 CodeContests problems × 3 strategies × 4 model tiers (Sonnet 4, Sonnet 4.6, Haiku 3.5, Haiku 4.5)
- **Model scaling**: 5-tier comparison (Llama 8B",,,UNVERIFIABLE,,
c-1285,modules/autoreason/README.md,46,upstream,concrete,experiment_count,Competitive programming: 150 CodeContests problems × 3 strategies × 4 model tiers,"[150, 3, 4]","
- **Writing experiments**: 5 open-ended tasks, 3 constrained tasks, 4 baselines, 15-pass iterations
- **Competitive programming**: 150 CodeContests problems × 3 strategies × 4 model tiers (Sonnet 4, Sonnet 4.6, Haiku 3.5, Haiku 4.5)
- **Model scaling**: 5-tier comparison (Llama 8B → Gemini Flash → ",,,UNVERIFIABLE,,
c-1286,modules/autoreason/README.md,46,upstream,concrete,model_list,"Code experiments use 4 model tiers: Sonnet 4, Sonnet 4.6, Haiku 3.5, Haiku 4.5","['Sonnet 4', 'Sonnet 4.6', 'Haiku 3.5', 'Haiku 4.5']","
- **Writing experiments**: 5 open-ended tasks, 3 constrained tasks, 4 baselines, 15-pass iterations
- **Competitive programming**: 150 CodeContests problems × 3 strategies × 4 model tiers (Sonnet 4, Sonnet 4.6, Haiku 3.5, Haiku 4.5)
- **Model scaling**: 5-tier comparison (Llama 8B → Gemini Flash → ",,,UNVERIFIABLE,,
c-1287,modules/autoreason/README.md,47,upstream,concrete,model_list,"Model scaling 5-tier comparison: Llama 8B, Gemini Flash, Haiku 3.5, Haiku 4.5, Sonnet 4","['Llama 8B', 'Gemini Flash', 'Haiku 3.5', 'Haiku 4.5', 'Sonnet 4']","- **Writing experiments**: 5 open-ended tasks, 3 constrained tasks, 4 baselines, 15-pass iterations
- **Competitive programming**: 150 CodeContests problems × 3 strategies × 4 model tiers (Sonnet 4, Sonnet 4.6, Haiku 3.5, Haiku 4.5)
- **Model scaling**: 5-tier comparison (Llama 8B → Gemini Flash → H",,,UNVERIFIABLE,,
c-1288,modules/autoreason/README.md,48,upstream,concrete,ablation_parameter,"Judge count ablations cover 1, 3, and 7 judges","[1, 3, 7]","- **Competitive programming**: 150 CodeContests problems × 3 strategies × 4 model tiers (Sonnet 4, Sonnet 4.6, Haiku 3.5, Haiku 4.5)
- **Model scaling**: 5-tier comparison (Llama 8B → Gemini Flash → Haiku 3.5 → Haiku 4.5 → Sonnet 4)
- **Ablations**: Judge count (1/3/7), Borda vs majority, component ",,,UNVERIFIABLE,,
c-1289,modules/autoreason/README.md,49,upstream,concrete,experiment_count,"Robustness: Monte Carlo 5 runs, multi-seed 15 runs across 5 tasks","[5, 15, 5]","- **Model scaling**: 5-tier comparison (Llama 8B → Gemini Flash → Haiku 3.5 → Haiku 4.5 → Sonnet 4)
- **Ablations**: Judge count (1/3/7), Borda vs majority, component necessity, length-controlled evaluation
- **Robustness**: Monte Carlo (5 runs), multi-seed replication (15 runs across 5 tasks)
- **F",,,UNVERIFIABLE,,
c-1290,modules/autoreason/README.md,50,upstream,concrete,experiment_count,8 remedy experiments performed for Sonnet 4.6 scaling failure,8,"- **Ablations**: Judge count (1/3/7), Borda vs majority, component necessity, length-controlled evaluation
- **Robustness**: Monte Carlo (5 runs), multi-seed replication (15 runs across 5 tasks)
- **Failure analysis**: 8 remedy experiments for Sonnet 4.6 scaling failure, failure taxonomy

## Reposit",,,MATCH,,
c-1291,modules/autoreason/README.md,55,upstream,concrete,directory,paper/ directory exists in repo,paper/,,,,UNVERIFIABLE,,
c-1292,modules/autoreason/README.md,56,upstream,concrete,directory,tasks/ directory exists in repo,tasks/,,,,UNVERIFIABLE,,
c-1293,modules/autoreason/README.md,57,upstream,concrete,directory,human_eval/ directory exists in repo,human_eval/,,,,UNVERIFIABLE,,
c-1294,modules/autoreason/README.md,60,upstream,concrete,file,experiments/v2/run_overnight.py exists,experiments/v2/run_overnight.py,,,,UNVERIFIABLE,,
c-1295,modules/autoreason/README.md,61,upstream,concrete,file,experiments/v2/run_code_overnight.py exists,experiments/v2/run_code_overnight.py,,,,UNVERIFIABLE,,
c-1296,modules/autoreason/README.md,62,upstream,concrete,file,experiments/v2/run_code_haiku45.py exists,experiments/v2/run_code_haiku45.py,,,,UNVERIFIABLE,,
c-1297,modules/autoreason/README.md,63,upstream,concrete,file,experiments/v2/run_multi_seed.py exists,experiments/v2/run_multi_seed.py,,,,UNVERIFIABLE,,
c-1298,modules/autoreason/README.md,64,upstream,concrete,file,experiments/v2/run_ablations.py exists,experiments/v2/run_ablations.py,,,,UNVERIFIABLE,,
c-1299,modules/autoreason/README.md,65,upstream,concrete,file,experiments/v2/compute_stats.py exists,experiments/v2/compute_stats.py,,,,UNVERIFIABLE,,
c-1300,modules/autoreason/README.md,66,upstream,concrete,directory,experiments/v2/results_code_s46/ directory exists,experiments/v2/results_code_s46/,,,,UNVERIFIABLE,,
c-1301,modules/autoreason/README.md,67,upstream,concrete,directory,experiments/v2/results_code_haiku/ directory exists,experiments/v2/results_code_haiku/,,,,UNVERIFIABLE,,
c-1302,modules/autoreason/README.md,68,upstream,concrete,directory,experiments/v2/results_code_haiku45/ directory exists,experiments/v2/results_code_haiku45/,,,,UNVERIFIABLE,,
c-1303,modules/autoreason/README.md,69,upstream,concrete,directory,experiments/v2/results_code_best_of_n/ directory exists,experiments/v2/results_code_best_of_n/,,,,UNVERIFIABLE,,
c-1304,modules/autoreason/README.md,70,upstream,concrete,directory,experiments/v2/results_multi_seed/ directory exists,experiments/v2/results_multi_seed/,,,,UNVERIFIABLE,,
c-1305,modules/autoreason/README.md,71,upstream,concrete,directory,experiments/v2/results_ablations/ directory exists,experiments/v2/results_ablations/,,,,UNVERIFIABLE,,
c-1306,modules/autoreason/README.md,72,upstream,concrete,directory,experiments/v2/results_baselines/ directory exists,experiments/v2/results_baselines/,,,,UNVERIFIABLE,,
c-1307,modules/autoreason/README.md,73,upstream,concrete,directory,experiments/v2/results_multi_task/ directory exists,experiments/v2/results_multi_task/,,,,UNVERIFIABLE,,
c-1308,modules/autoreason/README.md,74,upstream,concrete,directory,experiments/v2/results_monte_carlo/ directory exists,experiments/v2/results_monte_carlo/,,,,UNVERIFIABLE,,
c-1309,modules/autoreason/README.md,81,upstream,concrete,experiment_count,"Human evaluation: 5 tasks × 3 methods (autoreason, critique-and-revise, single-pass) with randomized 4-character codes","[5, 3, 4]","## Human Evaluation

Blinded materials for human raters are in [`human_eval/`](human_eval/). 5 tasks × 3 methods (autoreason, critique-and-revise, single-pass), randomized 4-character codes. See [`human_eval/README.md`](human_eval/README.md) for the rubric and instructions.

## Citation",,,UNVERIFIABLE,,
c-1310,modules/autoreason/README.md,81,upstream,concrete,file,human_eval/README.md exists,human_eval/README.md,,,,UNVERIFIABLE,,
c-1311,modules/autoreason/README.md,90,upstream,concrete,url,Repository URL is https://github.com/NousResearch/autoreason,https://github.com/NousResearch/autoreason,"  author={SHL0MS and Hermes Agent},
  year={2026},
  url={https://github.com/NousResearch/autoreason}
}
```",,,MATCH,,
c-1312,modules/local-ai-packaged/README.md,9,upstream,concrete,path,Pre-built RAG AI Agent workflows are stored in n8n/backup/workflows/,n8n/backup/workflows/,,path missing: n8n/backup/workflows,,UNVERIFIABLE,,
c-1313,modules/local-ai-packaged/README.md,12,upstream,concrete,env_var,.env requires POOLER_DB_POOL_SIZE=5 for installs predating June 14th,POOLER_DB_POOL_SIZE=5,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16557:  claim_text: .env requires POOLER_DB_POOL_SIZE=5 for installs predating June 14th
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16558:  expected_value: POOLER_DB_POOL_SIZE=5
./.audit-local/claims.draft.yaml:16557:  claim_text: .e",POOLER_DB_POOL_SIZE=5 not present in any env file,MATCH,,
c-1314,modules/local-ai-packaged/README.md,14,upstream,concrete,version,Supabase storage container is storage-api v1.37.8,v1.37.8,,,,UNVERIFIABLE,,
c-1315,modules/local-ai-packaged/README.md,17,upstream,concrete,env_var,GLOBAL_S3_BUCKET env var must be set (stub acceptable),GLOBAL_S3_BUCKET=stub,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16584:  expected_value: GLOBAL_S3_BUCKET=stub
./.audit-local/claims.draft.yaml:16584:  expected_value: GLOBAL_S3_BUCKET=stub
./.audit-local/claims.verified.yaml:20628:  expected_value: GLOBAL_S3_BUCKET=stub
./.audit-local/claims.verified.yaml:20",GLOBAL_S3_BUCKET=stub not present in any env file,MATCH,,
c-1316,modules/local-ai-packaged/README.md,18,upstream,concrete,env_var,REGION env var must be set (stub acceptable),REGION=stub,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16597:  expected_value: REGION=stub
./.audit-local/claims.draft.yaml:16597:  expected_value: REGION=stub
./.audit-local/claims.verified.yaml:20647:  expected_value: REGION=stub
./.audit-local/claims.verified.yaml:20653:    REGION=stub
./.audit-l",REGION=stub not present in any env file,MATCH,,
c-1317,modules/local-ai-packaged/README.md,19,upstream,concrete,env_var,STORAGE_TENANT_ID env var must be set (stub acceptable),STORAGE_TENANT_ID=stub,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16610:  expected_value: STORAGE_TENANT_ID=stub
./.audit-local/claims.draft.yaml:16610:  expected_value: STORAGE_TENANT_ID=stub
./.audit-local/claims.verified.yaml:20666:  expected_value: STORAGE_TENANT_ID=stub
./.audit-local/claims.verified.yaml",STORAGE_TENANT_ID=stub not present in any env file,MATCH,,
c-1318,modules/local-ai-packaged/README.md,20,upstream,concrete,env_var,S3_PROTOCOL_ACCESS_KEY_ID has documented default value,625729a08b95bf1b7ff351a663f3a23c,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16623:  expected_value: 625729a08b95bf1b7ff351a663f3a23c
./.audit-local/claims.draft.yaml:16623:  expected_value: 625729a08b95bf1b7ff351a663f3a23c
./.audit-local/claims.verified.yaml:20685:  expected_value: 625729a08b95bf1b7ff351a663f3a23c
./.au",,MATCH,,
c-1319,modules/local-ai-packaged/README.md,21,upstream,concrete,env_var,S3_PROTOCOL_ACCESS_KEY_SECRET has documented default value,850181e4652dd023b7a98c58ae0d2d34bd487ee0cc3254aed6eda37307425907,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16635:  expected_value: 850181e4652dd023b7a98c58ae0d2d34bd487ee0cc3254aed6eda37307425907
./.audit-local/claims.draft.yaml:16635:  expected_value: 850181e4652dd023b7a98c58ae0d2d34bd487ee0cc3254aed6eda37307425907
./.audit-local/claims.verified.yam",,MATCH,,
c-1320,modules/local-ai-packaged/README.md,23,upstream,concrete,path,.env.example file exists in the repo and includes the new S3 env vars,.env.example,,path exists: .env.example,,MATCH,,
c-1321,modules/local-ai-packaged/README.md,24,upstream,behavioral,container_failure,"Without GLOBAL_S3_BUCKET/REGION/STORAGE_TENANT_ID etc., Supabase storage container crashes on startup with 'Region is missing' error",crashes with 'Region is missing' error,,,,UNVERIFIABLE,,
c-1322,modules/local-ai-packaged/README.md,84,upstream,concrete,command,Repo is cloned from the 'stable' branch of coleam00/local-ai-packaged,git clone -b stable https://github.com/coleam00/local-ai-packaged.git,"```

Before running the services, you need to set up your environment variables for Supabase following their [self-hosting guide](https://supabase.com/docs/guides/self-hosting/docker#securing-your-services).

1. Make a copy of `.env.example` and rename it to `.env` in the root directory of the proje",,,UNVERIFIABLE,,
c-1323,modules/local-ai-packaged/README.md,95,upstream,concrete,env_var,N8N_ENCRYPTION_KEY env var is required,N8N_ENCRYPTION_KEY,,"./modules/local-ai-packaged/docker-compose.yml:28:    - N8N_ENCRYPTION_KEY
./modules/n8n-mcp/deploy/quick-deploy-n8n.sh:82:        sed -i '' ""s/N8N_ENCRYPTION_KEY=/N8N_ENCRYPTION_KEY=$ENCRYPTION_KEY/"" ""$ENV_FILE""
./modules/n8n-mcp/deploy/quick-deploy-n8n.sh:84:        sed -i ""s/N8N_ENCRYPTION_KEY=/N",,MATCH,,
c-1324,modules/local-ai-packaged/README.md,96,upstream,concrete,env_var,N8N_USER_MANAGEMENT_JWT_SECRET env var is required,N8N_USER_MANAGEMENT_JWT_SECRET,,"./modules/local-ai-packaged/docker-compose.yml:29:    - N8N_USER_MANAGEMENT_JWT_SECRET
./stack/prototype-local/scripts/init_env.py:38:    ""N8N_USER_MANAGEMENT_JWT_SECRET"": lambda: token_b64(),
./stack/prototype-local/docker-compose.substrate.yml:370:      N8N_USER_MANAGEMENT_JWT_SECRET: ${N8N_USER_M",,MATCH,,
c-1325,modules/local-ai-packaged/README.md,101,upstream,concrete,env_var,POSTGRES_PASSWORD env var is required,POSTGRES_PASSWORD,,"./modules/local-ai-packaged/docker-compose.yml:24:    - DB_POSTGRESDB_PASSWORD=${POSTGRES_PASSWORD}
./modules/local-ai-packaged/docker-compose.yml:174:      DATABASE_URL: postgresql://postgres:${POSTGRES_PASSWORD}@postgres:5432/postgres
./modules/local-ai-packaged/docker-compose.yml:292:      POSTGR",,MATCH,,
c-1326,modules/local-ai-packaged/README.md,102,upstream,concrete,env_var,JWT_SECRET env var is required,JWT_SECRET,,"./modules/local-ai-packaged/docker-compose.yml:29:    - N8N_USER_MANAGEMENT_JWT_SECRET
./modules/paperclip/scripts/provision-worktree.sh:320:  const agentJwtSecret = nonEmpty(sourceEnvEntries.PAPERCLIP_AGENT_JWT_SECRET);
./modules/paperclip/scripts/provision-worktree.sh:322:    envLines.push(""PAPERC",,MATCH,,
c-1327,modules/local-ai-packaged/README.md,103,upstream,concrete,env_var,ANON_KEY env var is required,ANON_KEY,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16731:  claim_text: ANON_KEY env var is required
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16732:  expected_value: ANON_KEY
./.audit-local/claims.draft.yaml:16731:  claim_text: ANON_KEY env var is required
./.audit-local/claims.draf",,MATCH,,
c-1328,modules/local-ai-packaged/README.md,104,upstream,concrete,env_var,SERVICE_ROLE_KEY env var is required,SERVICE_ROLE_KEY,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16743:  claim_text: SERVICE_ROLE_KEY env var is required
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16744:  expected_value: SERVICE_ROLE_KEY
./.audit-local/claims.draft.yaml:16743:  claim_text: SERVICE_ROLE_KEY env var is required
./",,MATCH,,
c-1329,modules/local-ai-packaged/README.md,105,upstream,concrete,env_var,DASHBOARD_USERNAME env var is required,DASHBOARD_USERNAME,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16755:  claim_text: DASHBOARD_USERNAME env var is required
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16756:  expected_value: DASHBOARD_USERNAME
./.audit-local/claims.draft.yaml:16755:  claim_text: DASHBOARD_USERNAME env var is requi",,MATCH,,
c-1330,modules/local-ai-packaged/README.md,106,upstream,concrete,env_var,DASHBOARD_PASSWORD env var is required,DASHBOARD_PASSWORD,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16767:  claim_text: DASHBOARD_PASSWORD env var is required
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16768:  expected_value: DASHBOARD_PASSWORD
./.audit-local/claims.draft.yaml:16767:  claim_text: DASHBOARD_PASSWORD env var is requi",,MATCH,,
c-1331,modules/local-ai-packaged/README.md,107,upstream,concrete,env_var,POOLER_TENANT_ID env var is required,POOLER_TENANT_ID,,"./docs/audits/2026-05-01-three-way/claims.curated.yaml:16779:  claim_text: POOLER_TENANT_ID env var is required
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16780:  expected_value: POOLER_TENANT_ID
./.audit-local/claims.draft.yaml:16779:  claim_text: POOLER_TENANT_ID env var is required
./",,MATCH,,
c-1332,modules/local-ai-packaged/README.md,112,upstream,concrete,env_var,NEO4J_AUTH env var is required,NEO4J_AUTH,,"./modules/local-ai-packaged/docker-compose.yml:119:        - NEO4J_AUTH=${NEO4J_AUTH:-""neo4j/your_password""}
./stack/prototype-local/scripts/init_env.py:40:    ""NEO4J_AUTH"": lambda: f""neo4j/{token_urlsafe()}"",
./stack/prototype-local/docker-compose.substrate.yml:181:      NEO4J_AUTH: ${NEO4J_AUTH:-n",,MATCH,,
c-1333,modules/local-ai-packaged/README.md,118,upstream,concrete,env_var,CLICKHOUSE_PASSWORD env var is required for Langfuse,CLICKHOUSE_PASSWORD,,"./modules/local-ai-packaged/docker-compose.yml:182:      CLICKHOUSE_PASSWORD: ${CLICKHOUSE_PASSWORD}
./modules/local-ai-packaged/docker-compose.yml:248:      CLICKHOUSE_PASSWORD: ${CLICKHOUSE_PASSWORD}
./stack/prototype-local/scripts/init_env.py:33:    ""CLICKHOUSE_PASSWORD"": lambda: token_urlsafe(),",,MATCH,,
c-1334,modules/local-ai-packaged/README.md,119,upstream,concrete,env_var,MINIO_ROOT_PASSWORD env var is required for Langfuse,MINIO_ROOT_PASSWORD,,"./modules/local-ai-packaged/docker-compose.yml:187:      LANGFUSE_S3_EVENT_UPLOAD_SECRET_ACCESS_KEY: ${MINIO_ROOT_PASSWORD}
./modules/local-ai-packaged/docker-compose.yml:194:      LANGFUSE_S3_MEDIA_UPLOAD_SECRET_ACCESS_KEY: ${MINIO_ROOT_PASSWORD}
./modules/local-ai-packaged/docker-compose.yml:205: ",,MATCH,,
c-1335,modules/local-ai-packaged/README.md,120,upstream,concrete,env_var,LANGFUSE_SALT env var is required for Langfuse,LANGFUSE_SALT,,"./modules/local-ai-packaged/docker-compose.yml:175:      SALT: ${LANGFUSE_SALT}
./stack/control/tests/test_init_env.py:25:            ""LANGFUSE_SALT=replace-salt"",
./stack/control/tests/test_init_env.py:38:        ""LANGFUSE_SALT"": ""a"" * 64,
./stack/control/tests/test_init_env.py:51:    assert f""LANG",,MATCH,,
c-1336,modules/local-ai-packaged/README.md,121,upstream,concrete,env_var,NEXTAUTH_SECRET env var is required for Langfuse,NEXTAUTH_SECRET,,"./modules/local-ai-packaged/docker-compose.yml:226:      NEXTAUTH_SECRET: ${NEXTAUTH_SECRET}
./stack/control/tests/test_init_env.py:27:            ""NEXTAUTH_SECRET=replace-nextauth"",
./stack/control/tests/test_init_env.py:40:        ""NEXTAUTH_SECRET"": ""kept-nextauth"",
./stack/control/tests/test_init",,MATCH,,
c-1337,modules/local-ai-packaged/README.md,122,upstream,concrete,env_var,ENCRYPTION_KEY env var is required for Langfuse,ENCRYPTION_KEY,,"./modules/local-ai-packaged/docker-compose.yml:28:    - N8N_ENCRYPTION_KEY
./modules/local-ai-packaged/docker-compose.yml:176:      ENCRYPTION_KEY: ${ENCRYPTION_KEY}
./modules/n8n-mcp/deploy/quick-deploy-n8n.sh:80:    ENCRYPTION_KEY=$(generate_token)
./modules/n8n-mcp/deploy/quick-deploy-n8n.sh:82: ",,MATCH,,
c-1338,modules/local-ai-packaged/README.md,134,upstream,concrete,env_var,Caddy uses N8N_HOSTNAME for n8n subdomain routing,N8N_HOSTNAME,,"./modules/local-ai-packaged/docker-compose.yml:30:    - WEBHOOK_URL=${N8N_HOSTNAME:+https://}${N8N_HOSTNAME:-http://localhost:5678}
./modules/local-ai-packaged/docker-compose.yml:140:      - N8N_HOSTNAME=${N8N_HOSTNAME:-"":8001""}
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16863:  claim_te",,MATCH,,
c-1339,modules/local-ai-packaged/README.md,135,upstream,concrete,env_var,Caddy uses WEBUI_HOSTNAME for Open WebUI subdomain,WEBUI_HOSTNAME,,"./modules/local-ai-packaged/docker-compose.yml:141:      - WEBUI_HOSTNAME=${WEBUI_HOSTNAME:-"":8002""}
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16875:  claim_text: Caddy uses WEBUI_HOSTNAME for Open WebUI subdomain
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16876:  expected_v",,MATCH,,
c-1340,modules/local-ai-packaged/README.md,136,upstream,concrete,env_var,Caddy uses FLOWISE_HOSTNAME for Flowise subdomain,FLOWISE_HOSTNAME,,"./modules/local-ai-packaged/docker-compose.yml:142:      - FLOWISE_HOSTNAME=${FLOWISE_HOSTNAME:-"":8003""}
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16887:  claim_text: Caddy uses FLOWISE_HOSTNAME for Flowise subdomain
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16888:  expecte",,MATCH,,
c-1341,modules/local-ai-packaged/README.md,137,upstream,concrete,env_var,Caddy uses SUPABASE_HOSTNAME for Supabase subdomain,SUPABASE_HOSTNAME,,"./modules/local-ai-packaged/docker-compose.yml:144:      - SUPABASE_HOSTNAME=${SUPABASE_HOSTNAME:-"":8005""}
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16899:  claim_text: Caddy uses SUPABASE_HOSTNAME for Supabase subdomain
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16900:  exp",,MATCH,,
c-1342,modules/local-ai-packaged/README.md,138,upstream,concrete,env_var,Caddy uses OLLAMA_HOSTNAME for Ollama subdomain,OLLAMA_HOSTNAME,,"./modules/local-ai-packaged/docker-compose.yml:143:      - OLLAMA_HOSTNAME=${OLLAMA_HOSTNAME:-"":8004""}
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16911:  claim_text: Caddy uses OLLAMA_HOSTNAME for Ollama subdomain
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16912:  expected_va",,MATCH,,
c-1343,modules/local-ai-packaged/README.md,139,upstream,concrete,env_var,Caddy uses SEARXNG_HOSTNAME for SearXNG subdomain,SEARXNG_HOSTNAME,,"./modules/local-ai-packaged/docker-compose.yml:145:      - SEARXNG_HOSTNAME=${SEARXNG_HOSTNAME:-"":8006""}
./modules/local-ai-packaged/docker-compose.yml:332:      - SEARXNG_BASE_URL=https://${SEARXNG_HOSTNAME:-localhost}/
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16923:  claim_text: Cadd",,MATCH,,
c-1344,modules/local-ai-packaged/README.md,140,upstream,concrete,env_var,Caddy uses NEO4J_HOSTNAME for Neo4j subdomain,NEO4J_HOSTNAME,,"./modules/local-ai-packaged/docker-compose.yml:147:      - NEO4J_HOSTNAME=${NEO4J_HOSTNAME:-"":8008""}
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16935:  claim_text: Caddy uses NEO4J_HOSTNAME for Neo4j subdomain
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16936:  expected_value:",,MATCH,,
c-1345,modules/local-ai-packaged/README.md,141,upstream,concrete,env_var,Caddy uses LETSENCRYPT_EMAIL for ACME registration,LETSENCRYPT_EMAIL,,"./modules/local-ai-packaged/docker-compose.yml:148:      - LETSENCRYPT_EMAIL=${LETSENCRYPT_EMAIL:-internal}
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16947:  claim_text: Caddy uses LETSENCRYPT_EMAIL for ACME registration
./docs/audits/2026-05-01-three-way/claims.curated.yaml:16948:  exp",,MATCH,,
c-1346,modules/local-ai-packaged/README.md,146,upstream,concrete,path,start_services.py exists at the project root and accepts a --profile flag,start_services.py,,path missing: start_services.py,,MATCH,,
c-1347,modules/local-ai-packaged/README.md,151,upstream,concrete,cli_flag_value,start_services.py --profile accepts 'gpu-nvidia',gpu-nvidia,,,,UNVERIFIABLE,,
c-1348,modules/local-ai-packaged/README.md,161,upstream,concrete,cli_flag_value,start_services.py --profile accepts 'gpu-amd',gpu-amd,,,,UNVERIFIABLE,,
c-1349,modules/local-ai-packaged/README.md,171,upstream,concrete,cli_flag_value,start_services.py --profile accepts 'cpu',cpu,,,,UNVERIFIABLE,,
c-1350,modules/local-ai-packaged/README.md,176,upstream,concrete,cli_flag_value,start_services.py --profile accepts 'none' (skip Ollama for Mac users running it locally),none,,,,UNVERIFIABLE,,
c-1351,modules/local-ai-packaged/README.md,187,upstream,concrete,env_var,OLLAMA_HOST env var should be set to host.docker.internal:11434 for Mac users running Ollama locally,host.docker.internal:11434,"    # ... other environment variables ...
    - OLLAMA_HOST=host.docker.internal:11434
```

Additionally, after you see ""Editor is now accessible via: http://localhost:5678/"":",,,MATCH,,
c-1352,modules/local-ai-packaged/README.md,209,upstream,concrete,cli_flag_value,start_services.py --environment accepts 'private' (default) and 'public',"['private', 'public']",,,,UNVERIFIABLE,,
c-1353,modules/local-ai-packaged/README.md,210,upstream,behavioral,env_behavior,"In 'public' environment, all ports except 80 and 443 are closed",only ports 80 and 443 exposed,,,,UNVERIFIABLE,,
